doc_id,doc_id_cont,txt,update_dt
1324,NULL,"<br> With daily simulations it is sometimes desirable to  restrict buying to a specific day of the week. You can almost do this with one rule: <br><br> WeekDay=2 <br><br> This will restrict buying to happen only on Mondays (2), however when Monday is a holiday, buying will not occur for the whole week. Another function is needed to allow buying on Tuesday when Monday is a holiday: PrevBarDaysAgo. This function returns the number of calendar days since the last trading day (trading days are called ""bars""). Add it to the Buy rule like this: <br><br> WeekDay=2 OR ( WeekDay = 3 AND  PrevBarDaysAgo>=3 ) <br><br> The right part of the rule is only true when the trading day is Tuesday and the last trading day was 3  days ago. This condition only happens when Monday is a holiday since the stock market is never closed for two consecutive work days. <br><br> One can also append this rule to portfolio sell rules in order to limit their activation to a single day in the week. This is potentially useful for daily-rebalancing simulations. Use this with a logical and: <br><br> MktCap>1000 and WeekDay=2 <br><br> This will only sell stocks with a market capitalization greater than $1 billion on a Monday. Forewarning: This usage is useless in the screen; because there are no separate buy and sell rules, the screen will end up only owning stocks on Monday and sell all of them on Tuesday. <br><br>",17:33.9
548,NULL,"<br>This value is the number of consecutive years that the company reported positive Earnings Per Share (EPSExclXor) starting with the most recent fiscal year.  <br><br>This factor is equivalent to this formula except that LoopSum can only access 20 years of history (the factor can access entire history of 40+ years)  <br><br>IsNa(LoopSum(""Eval(EPSExclXor(CTR, ann) > 0, 1, NA)"", 20, 0, 1, FALSE, TRUE) , 0 )",58:24.5
553,NULL,<br>This field contains the number of quarterly periods that are available for the company.                                                        <br>  ,NULL
556,NULL,"<p>Market Capitalization (Market Cap) is the most recent market value of a company's outstanding shares. The Market Cap equals the current share price multiplied by the number of outstanding shares.</p> <p><br></p> <p>The investing community often uses market capitalization value to rank companies and compare their relative sizes in a particular industry or sector. To determine a company's market cap, take its current market share price and multiply the figure by the total number of shares outstanding.</p>",55:15.7
1194,NULL,"<p>This function returns a series id than can be used in a &quot;series&quot; parameter.</p>  <p>NOTE: GetSeries() must be used for Aggregate Series and Imported Series. For everything else you can simply use the series id directly as the series parameter. For example you can use the StockID found&nbsp;<a href=""https://www.portfolio123.com/app/stock?tab=issues&amp;t=IBM:USA"" target=""_blank"">here</a>&nbsp;(StockIDs never change) or a predefined Time Series ID found in the reference MISC&rarr;TIME SERIES IDS.</p>  <p>For example to access IBM latest close you can use any of this formulas:</p>  <pre> <code>Close(0, 4737) Close(0, GetSeries(""IBM"")) Close(0, GetSeries(""IBM:USA""))</code></pre>  <p>&nbsp;</p>  <p><u><em><strong>GetSeries Examples</strong></em></u></p>  <p>Using a fully qualified ticker</p>  <pre> <code>GetSeries(""SPY:USA"")</code></pre>  <p>When USA is your <a href=""https://www.portfolio123.com/sv/account-settings/preferences"" target=""_blank"">preferred country</a></p>  <pre> <code>GetSeries(""SPY"")</code></pre>  <p>&nbsp;For an <a href=""https://www.portfolio123.com/app/opener/SERIES"" target=""_blank"">Aggregate Series</a>&nbsp;or&nbsp;an <a href=""https://www.portfolio123.com/app/opener/DATASERIES"" target=""_blank"">Imported Series</a></p>  <pre> <code>GetSeries(""%AboveSMA200-SP500"") GetSeries(""My series name"")</code></pre>  <p>Using a Time Series ID (see&nbsp;MISC&rarr;TIME SERIES IDS)</p>  <p>Note that Time Series IDs can be used directly, for example:&nbsp;Close(0,$RUI)</p>  <pre> <code>GetSeries(""$RUI"")</code></pre>  <p>&nbsp;</p>  <p>&nbsp;</p>  <table cellpadding=""2"" cellspacing=""2""> 	<tbody> 		<tr> 		</tr> 	</tbody> </table>",51:53.8
1393,NULL,<br>This price is the highest/lowest price the stock traded at in the last 12 months. This could be an intra-day high or low. <br> <br>These factors use calendar days to accurately measure a 1 year period.,08:54.5
1394,NULL,This ratio is calculated as follow <br><br>DbtS2NI = IntExp / NetIncBXor,17:10.9
1395,NULL,This ratio is calculated as follow <br><br>IntCov = OpInc / IntExp,17:38.3
1390,NULL,FXRate gives you the foreign exchange rate used to convert the currency of the stock/ETF to the currency in the screen/ranking system/simulation.,32:51.2
1420,NULL,"<p>These functions compare the most recent value vs. historical values and calculate a relative statistic. They can be used, for example, to find stocks that are trading at lower valuations than historically. These ""Loop"" functions evaluate a loop formula multiple times using an offset dynamically updated using a CTR variable.</p> <p><strong>LoopZScore</strong>(""formula(CTR)"", iterations[, start, increment, clip, NA_value, NA_pct])<br>Calculates the Z-Score of the latest value vs. all the values.</p> <p><strong>LoopRank</strong>(""formula(CTR)"", iterations[, start, increment, sort, sort_style, NA_value, NA_pct])<br>Calculates the percentile rank of the latest value vs. all the values.</p> <p><strong>LoopRel</strong>(""formula(CTR)"",iterations [, start=0, increment, NA_value, NA_pct])<br>Calculates the relative value vs. the minimum and the maximum of the samples. The range of values is from 0 to 1.</p> <h3><strong>Parameters</strong></h3> <p><i><strong>formula(CTR)</strong></i>: the loop expressions you want evaluated using the CTR iterator<br><i><strong>iterations</strong></i>: how many samples will be used<br><i><strong>start</strong></i>: the starting value for CTR. Default is 0.<br><i><strong>increment</strong></i>: how much to increment CTR by. Default is 1.<br><i><strong>clip</strong></i>: z-score clip. Defaults to 3.5 which clips to either -3.5 or +3.5<br><i><strong>sort</strong></i>: how the values are sorted. Can be either #ASC or #DESC (default)<br><i><strong>sort_style</strong></i>: how the ranks are distributed. Can be either #Top (default) or #Neutral<br><i><strong>NA_value</strong></i>: value for NAs. Defaults to NA<br><i><strong>NA_pct</strong></i>: the max percentage of values that can be NA (0-80, default 20)</p> <h3><strong>Example</strong></h3> <p>Screen for stocks that have reported a Gross Margin in the top 90th percentile when compared to the last 20 previously reported values.</p> <p><code>LoopRank(""GMgn%(CTR, TTM)"",20) &gt;= 90</code></p>",38:30.3
1421,NULL,"<p>Returns the predictions from a trained AI Predictor. Mainly for use in 'live' strategies to rebalance, or to screen for new ideas. It can also be used in backtests with some restrictions (see below). Please note that AIFactor() can return N/A if more than 30% of the features are missing.</p> <h3>Parameters</h3> <p><i>“AI Factor Name”:</i> The name of the AI Factor.<br><i>“Predictor Name”:</i> The name of the AI Factor Predictor.</p> <h3>How to use</h3> <p>Create a predictor on the Prediction tab in the AI Factor. When the training is complete, click on the fx icon next to the predictor's name. This will pop up a dialog with additional information including the pre-filled AIFactor() formula which can be used in ranking system formulas and buy/sell rules.</p> <h3>Usage notes for backtests</h3> <p>Although AIFactor() primary use case is for inference, it can be used for limited backtesting to verify, for example, the results with more recent market cycles. Please note the following: <p>1) Prediction is an expensive, slow running operation since it involves sending the dataset for the chosen universe to the AI backend, normalizing the data and calculating the predictions for the universe. For this reason, in backtests it can only be used up to 5 years in the past. To run longer backtests using AI predictions, please see <a href=""/doc/doc_detail.jsp?factor=AIFactorValidation""><code>AIFactorValidation()</code></a>.</p> <p>2) When backtesting a machine learning model, it is crucial that the backtest does not overlap with the training data to ensure the evaluation of the model's performance is realistic and unbiased. Overlap can lead to overfitting and artificially inflated returns. To prevent this, usage of the AIFactor() &nbsp;dates which overlap the training dates of the AI Factor will generate an error.</p> <h3>Examples</h3> <p>1) In a Ranking system, simply add a Stock Formula and use the AIFactor() function as the Formula. You can use multiple AIFactors() in a ranking system or combine AIFactor() with other typical ranking system rules.</p> <p>2) To run a long/short screen using the best/worst <strong>decile </strong>predictions, do the following:</p> <ul>     <li>Go to the screen settings and choose “Long/Short” in Method</li>     <li>Select “Quick Rank” for Ranking, and enter the prediction formula</li>     <li>Set the Quick Rank Method to “Percentile NA Neutral”</li>     <li>Go to Rules and in the Long Rule enter <code>Rank &gt; 90</code></li>     <li>Got to Hedge and in the Short Rule enter <code>Rank &lt; 10</code></li>     <li>Run a backtest</li> </ul> <p>3) In a Screen rule to get the top decile:</p> <p><code>FRank(`AIFactor(""My AI Factor"", ""lightgbm II predictor"")`,#All, #Desc) &gt; 90</code></p> <p>4) In a Screen rule to get the bottom decile:</p> <p><code>FRank(`AIFactor(""My AI Factor"", ""lightgbm II predictor"")`,#All, #Desc, #NANeutral) &lt; 10</code></p> <p>Note the use of #NANeutral for the incl_na parameter</p>",03:45.5
1422,NULL,"<p>Returns the saved predictions from a validation of a model. This function can be used to access historical predictions in ranking system performances, screen backtests, and strategy simulations. It allows for much longer simulations, with lower execution time, than those using <a href=""/doc/doc_detail.jsp?factor=AIFactor""><code>AIFactor()</code></a>. However, certain restrictions apply (see below), and you must enable “Save Predictions” before doing the cross validation of the model.</p> <h3>Parameters</h3> <p><i>""AI Factor Name""</i>: The name of the AI Factor.&nbsp;<br><i>“Model Name”</i>: The name of the validation model.&nbsp;<br><i>“Dup_id”</i>: Optional in case there are multiple copies of the same model</p> <h3>How to use</h3> <p>When starting the cross validation of an AI model, enable the option to ""Save Predictions"". When the validation is complete, click the fx icon next to the model's name, which should be enabled. This will pop up a dialog with additional usage information including the pre-filled AIFactorValidation() formula.&nbsp;</p> <p>NOTE: If you forgot to enable “Save Predictions”, you will need to delete the model (or create a duplicate) and redo the validation.&nbsp;</p> <h3>Usage restrictions</h3> <p>In order to use stored validation predictions, the following is necessary:</p> <ol>     <li>The universe must match</li>     <li>The dates used in the backtest must exist in the AI Factor's validation holdout data.</li>     <li>The rebalance period must match</li> </ol> <h3>Examples</h3> <p>1) In a Ranking system, simply add a Stock Formula and use the AIFactorValidation() function as the Formula. You can use multiple AIFactorValidation() in a ranking system or combine AIFactorValidation() with other typical ranking system rules.</p> <p>2) In a Screen rule to get the top decile:</p> <p><code>FRank(`AIFactorValidation(""My AI Factor"", ""lightgbm II"")`,#All, #Desc) &gt; 90</code></p> <p>3) In a Screen rule to get the bottom decile:</p> <p><code>FRank(`AIFactorValidation(""My AI Factor"", ""lightgbm II"")`,#All, #Desc, #NANeutral) &lt; 10</code></p> <p>&nbsp;</p> <p>&nbsp;</p>",05:14.1
1387,NULL,"<p>Returns the point-in-time Exchange Code where the listing traded</p>  <table> <tbody> <tr> 	<td style=""background:#aaa;width:260px""><strong>North America</strong></td> 	<td style=""background:#aaa;width:89px""><strong>Code</strong></td> 	<td style=""background:#aaa;width:77px""><strong>Country</strong></td> </tr> <tr> 	<td>Toronto Stock Exchange</td> 	<td>7</td> 	<td>CAN</td> </tr> <tr> 	<td>TSX Venture Exchange</td> 	<td>9</td> 	<td>CAN</td> </tr> <tr> 	<td>BATS BZX Exchange</td> 	<td>21</td> 	<td>USA</td> </tr> <tr> 	<td>Investors Exchange</td> 	<td>22</td> 	<td>USA</td> </tr> <tr> 	<td>NASDAQ</td> 	<td>14</td> 	<td>USA</td> </tr> <tr> 	<td>NASDAQ OMX BX</td> 	<td>15</td> 	<td>USA</td> </tr> <tr> 	<td>New York Stock Exchange</td> 	<td>11</td> 	<td>USA</td> </tr> <tr> 	<td>NYSE MKT</td> 	<td>12</td> 	<td>USA</td> </tr> <tr> 	<td>NYSEArca</td> 	<td>17</td> 	<td>USA</td> </tr> <tr> 	<td>OTC Bulletin Board</td> 	<td>13</td> 	<td>USA</td> </tr> <tr> 	<td>Other-OTC</td> 	<td>19</td> 	<td>USA</td> </tr> <tr> 	<td style=""background:#aaa""><strong>Europe</strong></td> 	<td style=""background:#aaa""><strong>Code</strong></td> 	<td style=""background:#aaa""><strong>Country</strong></td> </tr> <tr> 	<td>Vienna Stock Exchange</td> 	<td>1058</td> 	<td>AUT</td> </tr> <tr> 	<td>Euronext Brussels</td> 	<td>1012</td> 	<td>BEL</td> </tr> <tr> 	<td>Bulgarian Stock Exchange</td> 	<td>1015</td> 	<td>BGR</td> </tr> <tr> 	<td>Banja Luka Stock Exchange</td> 	<td>1009</td> 	<td>BIH</td> </tr> <tr> 	<td>BX Swiss AG</td> 	<td>1011</td> 	<td>CHE</td> </tr> <tr> 	<td>SIX Swiss Exchange</td> 	<td>1053</td> 	<td>CHE</td> </tr> <tr> 	<td>Swiss Fund Data</td> 	<td>1174</td> 	<td>CHE</td> </tr> <tr> 	<td>Cyprus Stock Exchange</td> 	<td>1018</td> 	<td>CYP</td> </tr> <tr> 	<td>Prague Stock Exchange</td> 	<td>1045</td> 	<td>CZE</td> </tr> <tr> 	<td>Berlin Stock Exchange</td> 	<td>1008</td> 	<td>DEU</td> </tr> <tr> 	<td>Dusseldorf Stock Exchange</td> 	<td>1020</td> 	<td>DEU</td> </tr> <tr> 	<td>XETRA</td> 	<td>1021</td> 	<td>DEU</td> </tr> <tr> 	<td>Frankfurt Stock Exchange</td> 	<td>1022</td> 	<td>DEU</td> </tr> <tr> 	<td>Hamburg Stock Exchange</td> 	<td>1023</td> 	<td>DEU</td> </tr> <tr> 	<td>Hannover Stock Exchange</td> 	<td>1024</td> 	<td>DEU</td> </tr> <tr> 	<td>Munich Stock Exchange</td> 	<td>1039</td> 	<td>DEU</td> </tr> <tr> 	<td>Stuttgart Stock Exchange</td> 	<td>1052</td> 	<td>DEU</td> </tr> <tr> 	<td>Tradegate Exchange</td> 	<td>1055</td> 	<td>DEU</td> </tr> <tr> 	<td>Xetra Indices</td> 	<td>1184</td> 	<td>DEU</td> </tr> <tr> 	<td>NASDAQ OMX Copenhagen</td> 	<td>1017</td> 	<td>DNK</td> </tr> <tr> 	<td>Madrid Stock Exchange</td> 	<td>1033</td> 	<td>ESP</td> </tr> <tr> 	<td>Spanish Markets</td> 	<td>1036</td> 	<td>ESP</td> </tr> <tr> 	<td>NASDAQ OMX Tallinn</td> 	<td>1054</td> 	<td>EST</td> </tr> <tr> 	<td>NASDAQ OMX Helsinki</td> 	<td>1025</td> 	<td>FIN</td> </tr> <tr> 	<td>Euronext Paris</td> 	<td>1043</td> 	<td>FRA</td> </tr> <tr> 	<td>Cboe UK Europe Equities BXE</td> 	<td>1001</td> 	<td>GBR</td> </tr> <tr> 	<td>Cboe UK Europe Equities CXE</td> 	<td>1002</td> 	<td>GBR</td> </tr> <tr> 	<td>London Stock Exchange</td> 	<td>1003</td> 	<td>GBR</td> </tr> <tr> 	<td>NEX Exchange</td> 	<td>1004</td> 	<td>GBR</td> </tr> <tr> 	<td>Channel Islands Stock Exchange</td> 	<td>1016</td> 	<td>GGY</td> </tr> <tr> 	<td>Athens Exchange</td> 	<td>1006</td> 	<td>GRC</td> </tr> <tr> 	<td>Zagreb Stock Exchange</td> 	<td>1059</td> 	<td>HRV</td> </tr> <tr> 	<td>Budapest Stock Exchange</td> 	<td>1014</td> 	<td>HUN</td> </tr> <tr> 	<td>Euronext Dublin</td> 	<td>1019</td> 	<td>IRL</td> </tr> <tr> 	<td>Euronext Dublin Bonds &amp; Funds</td> 	<td>1027</td> 	<td>IRL</td> </tr> <tr> 	<td>NASDAQ OMX Iceland</td> 	<td>1026</td> 	<td>ISL</td> </tr> <tr> 	<td>Milan Stock Exchange</td> 	<td>1038</td> 	<td>ITA</td> </tr> <tr> 	<td>EuroTLX</td> 	<td>1074</td> 	<td>ITA</td> </tr> <tr> 	<td>NASDAQ OMX Vilnius</td> 	<td>1030</td> 	<td>LTU</td> </tr> <tr> 	<td>Luxembourg Stock Exchange</td> 	<td>1032</td> 	<td>LUX</td> </tr> <tr> 	<td>Euro MTF</td> 	<td>1139</td> 	<td>LUX</td> </tr> <tr> 	<td>NASDAQ OMX Riga</td> 	<td>1047</td> 	<td>LVA</td> </tr> <tr> 	<td>Macedonia Stock Exchange</td> 	<td>1034</td> 	<td>MKD</td> </tr> <tr> 	<td>Malta Stock Exchange</td> 	<td>1035</td> 	<td>MLT</td> </tr> <tr> 	<td>Euronext Amsterdam</td> 	<td>1005</td> 	<td>NLD</td> </tr> <tr> 	<td>Oslo Exchange</td> 	<td>1042</td> 	<td>NOR</td> </tr> <tr> 	<td>Warsaw Stock Exchange</td> 	<td>1057</td> 	<td>POL</td> </tr> <tr> 	<td>Euronext Lisbon</td> 	<td>1029</td> 	<td>PRT</td> </tr> <tr> 	<td>RASDAQ</td> 	<td>1094</td> 	<td>ROM</td> </tr> <tr> 	<td>Bucharest Stock Exchange</td> 	<td>1013</td> 	<td>ROU</td> </tr> <tr> 	<td>Belgrade Stock Exchange</td> 	<td>1007</td> 	<td>SRB</td> </tr> <tr> 	<td>Bratislava Stock Exchange</td> 	<td>1010</td> 	<td>SVK</td> </tr> <tr> 	<td>Ljubljana Stock Exchange</td> 	<td>1031</td> 	<td>SVN</td> </tr> <tr> 	<td>Nordic Growth Market</td> 	<td>1040</td> 	<td>SWE</td> </tr> <tr> 	<td>NASDAQ OMX Stockholm</td> 	<td>1041</td> 	<td>SWE</td> </tr> <tr> 	<td>Spotlight Stock Market</td> 	<td>1049</td> 	<td>SWE</td> </tr> <tr> 	<td>Istanbul Stock Exchange</td> 	<td>1028</td> 	<td>TUR</td> </tr> <tr> 	<td>PFTS Exchange</td> 	<td>1044</td> 	<td>UKR</td> </tr> <tr> 	<td>Ukrainian Exchange</td> 	<td>1056</td> 	<td>UKR</td> </tr> </tbody> </table>",11:49.2
1388,NULL,This factor returns 1 (true) if the stock is a master limited partnership and 0 (false) if it isn't. Only for USA and Canada.  The factor is equivalent to the function Universe(MasterLP).,35:39.4
1389,NULL,This factor returns 1 (true) if the stock is an ADR and 0 (false) if it isn't.  The factor is equivalent to the function Universe($ADR).,45:02.7
1171,NULL,"<br>This is Working Capital Per Share divided by the current price.  <br>  <br>Working Capital Per Share is defined as the difference between Current Assets and Current Liabilities for the most recent fiscal year divided by the Balance Sheet Shares Outstanding at the end of that same period.  <br>  <br>Many financial companies -- particularly banks -- do not report working capital items, so users should expect this item to be NA for those companies or industries.  <br>  ",13:40.1
1172,NULL,"<br>This is Working Capital Per Share divided by the current Price.    <br>  <br>Working Capital Per Share is defined as the difference between Current Assets and Current Liabilities for the most recent fiscal quarter divided by the Balance Sheet Shares Outstanding at the end of that same period.  <br>  <br>Many financial companies -- particularly banks -- do not report working capital items, so users should expect this item to be NA for those companies or industries.  <br> ",14:13.3
1173,NULL,"<br>Users are able to create custom lists of stocks in the Lists section of My123 in the navigation at the top of any page. This permits one to create custom universes that might otherwise be difficult to derive in a screner or ranking system.  <br>  <br>For example, one could create an ""Internet Bellweather"" group composed of EBay, Yahoo, Google and Amazon by creating a list called ""InternetBells"" and listing the ticker symbols EBAY,YHOO,GOOG,AMZN. (The list can be comma, space or carriage return deliniated.)  <br>  <br>Once done, InList(""InternetBells"") would then only look at these stocks, while !InList(""InternetBells"") (note the exclamation point at the start) would exclude them.",27:45.9
1174,NULL,"<br>Account(id1[, .., id10])  <br>AccountClose(id1[, .., id10]) <br>AccountCloseBar(id1[, .., id10]) <br>AccountOpen(id1[, .., id10]) <br>AccountOpenBar(id1[, .., id10]) <br> <br>Similar syntax for Portfolio & Watchlist <br><br>With these functions you can query different statistics of stocks you transacted in accounts or strategies (either from the Invest or Research section) or added to or took out of watchlists. You can specify up to 10 accounts or strategies or watchlists using their unique id (which you will see in the browser URL) or their name in quotes.  <br><br>NOTES:  <ul> <li>These functions are point in time and will work as expected in the past <li>Only strategies, accounts and watchlists owned by you can be used as parameters <li>Please see ""Nested Usage"" below for information on the order in which automated strategies are rebalanced <li>If your account holds both ETFs and Stocks you will only see one or the other depending if the screen is for ETFs or Stocks. </ul>   <b><i><u>Examples</u></i></b> <br><br>To generate a screen report with all the stocks in my account that are in the screen universe use this rule <br><br>Account(""My account"") <br><br>To see which stock you have held for over 6 months (approx 125 trading days) and are losing more than 20% enter these rules. Note that we use bars (trading days) instead of calendar days because the function Ret%Chg(bars) uses them.   <br><br>SetVar(@bar,AccountOpenBar(""My account"") <br>@bar>125 and Ret%Chg(@bar) < -20  <br><br><b><i><u>Nested Usage</u></i></b> <br><br>If you are using these functions in strategies to exclude stocks owned in other strategies the rebalance order of automated strategies needs to be taken into account. The order for automated strategies is as follows: <br><br>1) All Designer Models are rebalanced in alphabetical order, A-Z, case insensitive. <br>2) All Strategies are rebalanced in alphabetical order, A-Z, case insensitive. <br>3) All Books are rebalanced, alphabetical order, A-Z, case insensitive.",26:45.2
1224,NULL,"<p>These “Loop” functions return a summary statistic from a series of historical values evaluated using a Loop Function. Loop functions contain a CTR variable that is iterated through with specific increments to create the desired offset for the formula.&nbsp;</p> <p><strong>LoopAvg</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Average of the values</p> <p><strong>LoopSum</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Sum of the values</p> <p><strong>LoopProd</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Product of the values</p> <p><strong>LoopMedian</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Median of the values</p> <p><strong>LoopMax</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Maximum value</p> <p><strong>LoopMin</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Minimum value</p> <p><strong>LoopStdDev</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Standard deviation of the values</p> <p><strong>LoopRelStdDev</strong>(<i>formula(CTR)"", iterations[, start, increment, noNAs, break]</i>)<br>Relative standard deviation is calculated as follows: RSD = 100 * (SD/Abs(mean))&nbsp;</p> <h3><strong>Parameters</strong></h3> <p><i><strong>formula</strong></i>: the formula to be executed in the loop.&nbsp;<br><i><strong>iterations</strong></i>: the number of times to execute the formula (up to 502)&nbsp;<br><i><strong>start</strong></i>: the starting value of CTR (default 0)&nbsp;<br><i><strong>increment</strong></i>: how much CTR is incremented for each iteration (default 1)&nbsp;<br><i><strong>noNAs</strong></i>: when set to 1 any NAs will return NA, when set to 0 (the default) NAs are skipped&nbsp;<br><i><strong>break</strong></i>: when set to 1 the loop will break when it encounters an NA and will return the result to that point, when set to 0 (the default) the function will return NA if it encounters any NA in the loop.</p> <h3><strong>Example 1</strong></h3> <p>Recreating the simple moving average SMA(5) three different ways:&nbsp;<br><br><code>LoopSum(""Close(CTR)"", 5) / 5</code><br>&nbsp;or<br><code>LoopAvg(""Close(CTR)"", 5)</code><br>&nbsp;or<br><code>(Close(0) + Close(1) + Close(2) + Close(3) + Close(4)) / 5</code></p> <h3><strong>Example 2</strong></h3> <p>Count the number of times the close price is greater than the previous day for the past 10 bars:&nbsp;<br><br><code>LoopSum(""Close(CTR) &gt; Close(CTR + 1)"", 10)</code><br><br>The ""&gt;"" test is executed 10 times and returns either 1 (TRUE) or 0 (FALSE). The values are added together. The sum returns from 0-10, with 10 being stocks that have had higher closing prices for the past 10 bars vs the previous day.&nbsp;</p> <h3><strong>Example 3</strong></h3> <p>Find companies that have increased quarterly income after tax at least 8 of the last 10 quarters&nbsp;<br><br><code>LoopSum(""IncAftTax(CTR, QTR) &gt; IncAftTax(CTR + 1, QTR)"", 10) &gt;= 8</code><br><br>&nbsp;</p>",41:12.7
1333,NULL,"<br>These factors return different information from *your* most recent opinion on the stock being analyzed in the rule. They can be very handy to organize and track your research (see use case example at the end).  <br> <br><u><b><i>Setting Opinions</i></b></u> <br> <br>To record your opinion for a stock simply choose the opinion from the list that pops up when you hover over the thumbs up icon next to the ticker or name. This icon appears in many different web pages, like the pages or holdings pages. Please note that you can only choose one opinion per day per stock. <br> <br><u><b><i>Factors</i></b></u> <br> <br><i>Opinion</i> : Your most recent opinion on the stock either #Buy, #Hold, #Sell, #Watch, #Revisit, #BuyList or NA <br> <br><i>OpinionDays</i> : Returns the number of days since your most recent opinion or NA <br> <br><i>OpinionBar</i> : Returns the number of bars since your most recent opinion or NA <br> <br><i>Opinion%Chg</i> : Returns the % total return since your most recent opinion or NA <br> <br><u><b><i>Use Case Examples</i></b></u> <br> <br>To only look at new stocks from your idea generation screen every month &mdash; stocks that you have not formulated an opinion on, or have not examined for at least 6 months, and that you don't currently in your account &mdash; use these rules: <br> <br>Account(""My account"") = FALSE <br>OpinionDays = NA or OpinionDays > 180 <br> <br>To find stocks that have returned at least 10% since you liked them use these rules <br> <br>Opinion = #Buy <br>Opinion%Chg > 10",16:24.6
1338,NULL,"<style type=""text/css""> table, tbody, tfoot, thead, tr, th, td { border-collapse: separate; } #gics-table > * > tr > td { height: 22px; } #gics-table > thead { font-style: italic; } #gics-table .old { color: #999; font-style: italic; } #gics-table > tbody",40:19.5
1353,NULL,"The consensus recommendation function enables users to handle analysts recommendations data. It allows to count the total number of reccomandations and each recommendation level. For example, if three analysts respectively give Buy, Hold and Hold reccomendations, ConsRec(#HoldCnt) will return 2. <br> <br>ConsRec(rec_stat[, weekAgo]) <br> <br>The parameter supported by rec_stat are: #AvgRec, #RecCnt, #BuyCnt, #OverCnt, #HoldCnt, #UnderCnt, #SellCnt",14:46.2
1354,NULL,"CapEx annual estimate is the current average of multiple analyst estimates for Capital Expenditure for a specified fiscal year. <br> <br>For example, if three analysts are covering next year's CapEx estimates for a company at $110,000,000, $120,000,000, and $160,000,000, the consensus estimate is $130,000,000. <br><br> <br>Estimates for CapEx are available for current, next and other 2 fiscal years in the future: <br>CapExEstCY <br>CapExEstNY <br>CapExEstY2 <br>CapExEstY3",49:49.2
1355,NULL,"EBITDA annual estimate is the current average of multiple analyst estimates for Earnings Before Interest, Taxes, Depreciation and Amortization for a fiscal year. For example, if three analysts are covering next year's EBITDA estimates for a company at $5,000,000,000, $6,000,000,000, and $8,500,000,000, the consensus estimate is $6,500,000,000. <br> <br> Estimates for EBITDA are available for current, next and other 2 years in the future: <br> <br> EBITDAEstCY <br> EBITDAEstNY <br> EBITDAEstY2 <br> EBITDAEstY3",36:37.7
1356,NULL,"FCF annual estimate is the current average of multiple analyst estimates for Free Cash Flow for a fiscal year. For example, if three analysts are covering next year's FCF estimates for a company at $110,000,000, $120,000,000, and $160,000,000, the consensus estimate is $130,000,000. <br> <br> Estimates for FCF are available for current, next and other 2 years in the future. <br> <br> FCF EstCY <br> FCF EstNY <br> FCF EstY2 <br> FCF EstY3",43:21.0
40,NULL,"OBVSlopeN is calculated as: <br><br> The OBV is calculated, using the past 100 values, for the given offset. This resuls in a list of OBV values like: <br>OBV(0) <br>OBV(1) <br>OBV(2) <br>OBV(3) <br>... <br><br> The linear regression is calculated for the past N-OBV values: <br><br> OBVSlope = LinearRegression(OBV(0) .. OBV(N-1)) <br><br> The normalized rate of change of the OBVSlope is calculated as: <br><br>OBVSlopeN = OBVSlope * 100 / Abs(OBV(0)) <br><br> The OBVSlope gives the rate of change of N-values of OBV. If the OBVSlope is 500, then the OBV is increasing at a rate of 500 per bar. Similarly, a OBVSlope of -500 would indicate that the line that best fits N-values of the OBV is falling at the rate of 500 per bar.  <br><br> When comparing two instruments, one that's trading 1M shares/day and another that's trading at 50K share, then it's not fair to compare the two rates of change of the OBV (OBVSlope). OBVSlopeN is the normalized OBVSlope which is the percent change of the OBV per bar of the regression (best fit) line.  OBVSlopeN normalizes the data for the sake of comparison among other OBVSlopes that trade in different ranges.  ",NULL
1377,NULL,"The operating income yield is a return measure that compares the operating income of a company to its enterprise value. The ratio is calculated by dividing the most recent 12 months operating income by the current enterprise value. <br><br> All else equal, the lower the ratio the less attractive a company is as an investment, because it means investors are putting money into the company but not receiving a very good return in exchange. A high operating income yield means a company is generating enough cash to satisfy its debt and other obligations, including taxes and dividend payouts. <br><br> Operating income doesn’t include interest and taxes, while the enterprise value (EV) normalizes for differences in a company's capital structure. Therefore operating income yield normalizes differences in capital structure and taxation. <br><br><b>Formula</b> <br><br>OpIncYield = 100 * <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=OpInc"">OpInc</a> / <a href=""https://www.portfolio123.com/doc/doc_detail.jsp?factor=EV"">EV</a>",18:33.2
